"created","text"
"16/04/2017","@gunadarma_ Apa harus mengurus ke baak? Dan saya minta solusinya. Saya sdh membaca di web baak tapi saya kurang jel https://t.co/gkDe9Qwxkr"
"16/04/2017","@gunadarma_ min besok tanggal 19 gundar libur ?"
"16/04/2017","@Gaaluhchandra Akan disampaikan pengumuman berikutnya"
"16/04/2017","RT @TMCPoldaMetro: 03:29 Kecelakaan kendaraan menabrak Truk di dpn Gunadarma Jl. Margonda Raya Depok &amp; msh penanganan Polri. @agungrizabakr"
"16/04/2017","@gunadarma_  sore ka. Mau tanya, jadwal UTS kapan dirilis ya ka?"
"16/04/2017","@gunadarma_ min mau tanya, di gundar itu apakah ada kerjasama student exchange ke malaysia?"
"16/04/2017","RT @musikgunadarma: Follow akun instagram @musikgunadarma untuk tahu musisi-musisi berbakat yang ada di Gunadarma dan untuk update kegiatan"
"16/04/2017"," Hari : Sabtu, 29 April 2017  Pukul : 09.00 WIB - Selesai  Tempat : Auditorium D462 Kampus D Universitas Gunadar https://t.co/HJaJ6GiaW8"
"16/04/2017","@chintyeah Gunadarma masuknya kampus jakarta sayang"
"16/04/2017","@24RRD Pertemuan perkuliahan minggu ke-9. Dapat cek terus https://t.co/w6lgF67BOY"
"16/04/2017","@Ledhyra Belum saat ini."
"16/04/2017","Indon dewi gunadarma https://t.co/O3aUKTBgEP"
"15/04/2017","@MI_BasisBekasi Jadinya ga ada nobar di sebelah gunadarma ya min?"
"15/04/2017","RT @tsadeest: Dari PTS adalah: 1. Ubinus  2. Universitas Trisakti 3. Gunadarma 4. Perbanas Institute 5. Universitas Tarumanegara https://t."
"15/04/2017","@anggietape @DhimasAditya wkwkkwkwkw kokk langsung main kasih kasih no hape. samperin aja kak di gunadarma kampus D https://t.co/KKxJBlcUZf"
"15/04/2017","Untuk semua musisi Gunadarma, daftarkan band atau diri kamu sendiri untuk menjadi bagian dari local talent Musik Gunadarma!"
"15/04/2017","Syarat dan ketentuan: 1. Untuk band/soloist, wajib memiliki minimal dua mahasiswa/i Gunadarma dari berbagai fakultas, jurusan dan semester"
"15/04/2017","Min jadwal UM kapan pembukaannya? Mohon dibales @gunadarma_"
"15/04/2017","Kalo swasta yg bagus gunadarma sama binus sih kalo menurut gua....koneksi buruk makanya   oh gituu sip"" thank you https://t.co/S40mSTvwzq"
"15/04/2017","Harpitnas (at Kampus D Universitas Gunadarma)  https://t.co/1GKXXJX3sr"
"15/04/2017","@M_DesyJKT48 gak bisa dateng masih di gunadarma depok ni"
"15/04/2017","Hallo, Tanggal 18-19 April 2017 Nanti Tbi Depok ada di acara FK GUNADARMA . Ayo datang dan kunjungi Booth kami !!"
"15/04/2017","Kalo dulu mah udah kumpul di depan Kampus H, Gunadarma ini pas Derby buat konvoy ke Hanggar. Hari ini terakhir disa https://t.co/zXq5JYEMrs"
"15/04/2017","@gunadarma_ Kalau krs sudah di saya, tp blm dicap, msh bs dicap gak ya?"
"15/04/2017","@ditafatya Silakan dapat ke PSA."
"15/04/2017","@gunadarma_ Hari Senin msh bs ya kalau mau cap aja?"
"15/04/2017","RT @aanfarhanaa: Kalo dulu mah udah kumpul di depan Kampus H, Gunadarma ini pas Derby buat konvoy ke Hanggar. Hari ini terakhir disana tapi"
"14/04/2017","Musik itu adalah latar kehidupan , semua ilmu musik yang ada saat itu mempunyai filosofi sendiri yang sangat berguna bagi kehidupan kita"
"14/04/2017","RT @tsadeest: Untuk PTS 1. Trisaksi  2. Gunadarma 3. Untar 4.  UP 5. UPH 6. Ubinus 7. Unjani 8. STTNAS 9. Itenas 10. UMY"
"14/04/2017","Selamat Merayakan Jumat Agung dan Selamat menyambut Hari Raya Paskah (Minggu 16/4) bagi yang merayakan. https://t.co/ln3GBDOs9X"
"14/04/2017","Batas Akhir Pengambilan KRS Genap (ATA) 2016/2017 (15 April 2017). https://t.co/JWqNCRSao1"
"14/04/2017","HASIL PENGAJUAN PROPOSAL SKRIPSI PERIODE 3. https://t.co/LswMByVH60"
"14/04/2017","Mempertahankan Kemanusiaan yang Adil dan Beradab dari Degradasi Moral Bangsa https://t.co/rrs0kE0yiq"
"14/04/2017","Indonesia Lemah dalam Karya Ilmiah https://t.co/3DJboMgrWw"
"14/04/2017","@gunadarma_ min , kan tanggal 19 April itu pilkada ya ,nah kampus libur ga sih? Makasih"
"14/04/2017","@gunadarma_ mau nanya dong min, untuk hari rabu apakah perkuliahan seperti biasa atau libur? Terima kasih"
"14/04/2017","RT @gunadarma_: Rektor Univ. Gunadarma menyampaikan pesan kpd para mahasiswa u/ dapat lebih berprestasi, baik dalam kancah Nasional maupun"
"14/04/2017","RT @gunadarma_: Prestasi Mahasiswa-Mahasiswa Gunadarma Dalam Lomba Roket Internasional. https://t.co/T7A6gheCYE"
"13/04/2017","Kalian tau gak sih kalau gerakan #PsychoKarya lagi ngehits banget di kalangan mahasiswa Psikologi Gunadarma???"
"13/04/2017","RT @SYvetteP: @gunadarma_ min, jumat &amp; sabtu besok sekjur sistem informasi buka ga? Kalau buka kira"" jam berapa? Soalnya mau ambil SK. Tks"
"13/04/2017","Tinggal kondangan aja kalian ber-2 sungguh kompak (w/ Ilham &amp; desy at Kampus J4 Universitas Gunadarma) [vid]  https://t.co/ZBWsPnnGLU"
"13/04/2017","RT @tsadeest: Untuk PTS: 1. Binus  2. Gunadarma 3. Unisba 4. UII 5. UPH 6. UP 7. Unjani 8. Unika Atmajaya 9. Untar 10. Untag Surabaya. http"
"13/04/2017","Seminar : Dukungan Intelligent System Dalam Perencanaan Ruang Kota DKI Jakarta. https://t.co/mbC4b8Jpph"
"13/04/2017","[INFO PSIKOLOGI] Siang psychofams Kami dari BEMF Psikologi Gunadarma https://t.co/lIwccgIe8B"
"13/04/2017","Bapa mana bapa  (at Universitas Gunadarma H (I-lab))  https://t.co/3fPPr9xg3Y"
"13/04/2017","Hai Camzoners!!! Ada Festival Komunikasi 2K17 yang diselenggarakan Universitas Gunadarma nih^^ Ayo daftarkan dirimu https://t.co/o1pT9yOc5L"
"13/04/2017","Fixed dosen pembimbing gue adalah yang ditakuti se-tek.mesin (at KAMPUS MAGISTER S2 UNIVERSITAS GUNADARMA)  https://t.co/oQLXvP9G1U"
"13/04/2017","RT @bemfpsikologiUG: [INFO PSIKOLOGI] Siang psychofams Kami dari BEMF Psikologi Gunadarma https://t.co/lIwccgIe8B"
"13/04/2017","@kegobloganrpw Lebih susah drpd to gunadarma juga ()"
"13/04/2017","Kunjungan Sari Roti 06-04-2017 Universitas Gunadarma https://t.co/fTtzrdKVgy"
"13/04/2017","@rizky_firdha assalamualaikum, maaf aku putri mahasiswi psikolgi univ gunadarma, mba apakah mba anak UMS? Kalo iya bisa tolong bantu aku?"
"12/4/2017","RT @tsadeest: Sedangkan PTS: 1. Binus 2. Perbanas Institute 3. Gunadarma 4. UII 5. Unpar 6. Usakti 7. Jaya Baya 8. Unikom 9. Unisba 10. UMY"
"12/4/2017","New Jersey  only for my team! Futsal UGJ  Thanks kedira @ Universitas Gunadarma Kampus J2 https://t.co/fxhd8NAveI"
"12/4/2017","Tour d'Company BEM FIKTI Universitas Gunadarma. https://t.co/4PU2EoeNia"
"12/4/2017"," (at Pasca Sajarna, Univ. Gunadarma Kenari)  https://t.co/0S5G2x0lZf"
"12/4/2017","Inka adalah alumni angkatan 2006 Fakultas Psikologi Universitas Gunadarma ."
"12/4/2017","Untuk PTS: 1.  Trisakti  2. Untar 3. STTNAS 4. Universitas Pancasila 5. UMY 6. Itenas 7. UMI Makassar 8. Gunadarma 9. Unpas 10. UII"
"12/4/2017","With Swara Darmagita at Kampus Palem Universitas Gunadarma  https://t.co/Idsp9KgTsI"
"12/4/2017","Untuk PTS 1. Trisaksi  2. Gunadarma 3. Untar 4.  UP 5. UPH 6. Ubinus 7. Unjani 8. STTNAS 9. Itenas 10. UMY"
"12/4/2017","RT @tsadeest: secara berjenjang diikuti oleh Universitas Bina Nusantara (Ubinus), Perbanas Institute, Universitas Trisakti, Gunadarma, http"
"12/4/2017","Sedangkan PTS: 1. Binus 2. Perbanas Institute 3. Gunadarma 4. UII 5. Unpar 6. Usakti 7. Jaya Baya 8. Unikom 9. Unis https://t.co/pLbfRgMgIB"
"12/4/2017","Untuk PTS: 1. Binus  2. Gunadarma 3. Unisba 4. UII 5. UPH 6. UP 7. Unjani 8. Unika Atmajaya 9. Untar 10. Untag Sura https://t.co/Usu0JSd9oE"
"12/4/2017","Fanta Float tampak atas  #fantafloat #penghilangdahaga #sodawae @ Universitas Gunadarma, Kampus F6 https://t.co/jujppWYEO1"
"12/4/2017","Kompetisi WPAP untuk semua mahasiswa Universitas Gunadarma lho Karya WPAP dibuat langsung dengan tema ""Anomali Jawa Barat"" pada saat :"
"12/4/2017"," Sabtu, 15 April 2017   Lokasi Pelaksanaan : Kampus D Ruang D448, Universitas Gunadarma   Biaya registrasi : Rp 50.000"
"12/4/2017","Persyaratan: - Mahasiswa Aktif Gunadarma - Kompetisi Akustik terdiri dr maksimal 6 personil yg termasuk 1 official Name dalam group Akustik."
"12/4/2017"," Senin, 17 April 2017  Lokasi Pelaksanaan : Ruang D461 Kampus D Universitas Gunadarma   Biaya registrasi : Rp 100.000/group"
"12/4/2017","Eitss kalian bukan mahasiswa Gunadarma jangan khawatir."
"12/4/2017","Kalian bisa mengikuti kompetisi Akustik pada FAME 2017 ini lhoo  syaratnya : - Dalam satu grup diharuskan ada Mahasiswa Aktif Gunadarma"
"12/4/2017","Dari PTS adalah: 1. Ubinus  2. Universitas Trisakti 3. Gunadarma 4. Perbanas Institute 5. Universitas Tarumanegara https://t.co/a6sbLddtBO"
"12/4/2017","secara berjenjang diikuti oleh Universitas Bina Nusantara (Ubinus), Perbanas Institute, Universitas Trisakti, Gunad https://t.co/1rLxvmD6Gl"
"12/4/2017","Wah pain nih (at Universitas Gunadarma)  https://t.co/6fng57ISKL"
"12/4/2017","RT @iMawarni: Gaes~ ada yang kuliah di Gunadarma gak?"
"12/4/2017","Alhamdulillah (at Kampus K Universitas Gunadarma) [pic]  https://t.co/vljXKxHsWx"
"12/4/2017","Gaes~ ada yang kuliah di Gunadarma gak?"
"12/4/2017","BEMF PSIKOLOGI GUNADARMA PROUDLY PRESENT SEMINAR MINDFULNESS ""MENGHENINGKAN CINTA"""
"12/4/2017"," : Auditorium Room D462, Kampus D Universitas Gunadarma.  : 5th May 2017 : 11:00am - 17:00pm"
"12/4/2017","Dosen nya gk mau ngelepas... (@ Universitas Gunadarma - @komunitasug in Depok, Jawa Barat) https://t.co/4PSgf4t2CI"
"12/4/2017","FYI, Pendaftaran Online untuk calon mahasiswa baru jalur reguler dan pmdk online sudah dibuka. Silahkan akses di https://t.co/dmWMUGrdvY"
"12/4/2017","Jalan jam setengah9, dikirain sampe kampus dosen udah dateng. Tau gini mah (at Kampus J4 Universitas Gunadarma)  https://t.co/kGteyMRUTs"
"12/4/2017","Ujian pajak (at Universitas Gunadarma Kampus B)  https://t.co/X9oFcnKpGo"
"12/4/2017","@OveeAlif Silakan dapat e-mail melalui ppmb-ol@gunadarma.ac.id"
"12/4/2017","@gunadarma_ Sejak pagi s.d sorw tdk bisa dihubungi. Ada nomor lain ngga Min. Kasihan anak kami jadwal ujian bentrok. Mau reschedule urgent"
"11/4/2017","@sehatAQUA perkenalkan saya ayu dari bemD3bk universitas gunadarma kalo kami ingin mengajukan sponsor bagaima ya ka?  Terimakasih"
"11/4/2017","Cuma gedung ini yang belum di kunci, ayolah (at Fakultas Teknik Sipil &amp; Perencanaan, Universitas Gunadarma)  https://t.co/ADKdw0V5wD"
"11/4/2017","Jual ide2 kreatif, maka modal akan datang dg sendirinya #PPPBergerak @unpas_bandung @kopites_UNPAM @Univ_Bengkulu https://t.co/AcaNq1FQLO"
"11/4/2017","@gunadarma_ pengambilan buku pakey Untuk tingkat 1 ambil masing2/perwakilan saja?"
"11/4/2017","RT @gunadarma_: Pembagian Buku Paket dan Digital Books ATA 2016/2017. https://t.co/alx1LJaiKk"
"11/4/2017","Pembagian Buku Paket dan Digital Books ATA 2016/2017. https://t.co/alx1LJaiKk"
"11/4/2017","@veazmevoyez Kaga. To gunadarma"
"11/4/2017","Yuk daftar di Galeri Investasi Universitas Gunadarma dan ikut Kompetisi Yuk Nabung Saham 2017 https://t.co/Opxi8nDuCV"
"11/4/2017","@bbassjtr @munfess @calpicopico @kidwoozi @Newwie_93 @Luhanfalse @svtoozi lah tonca gunadarma?:( anaknya pak anang"
"11/4/2017","#rl ada yang punya file try out gunadarma bahasa inggris?"
"11/4/2017","@OveeAlif Dapat telepon ke 021-78881122 ext. 403."
"11/4/2017","@gunadarma_  twitter nya panitya penerimaan mahasiswa baru apa ya ? No tlp ga bisa dihubungi (ttg jadwal ujian masuk). Tks"
"11/4/2017","@munfess imo lebih susah detik2 :( gatau kalo to dki sama gunadarma gimana"
"11/4/2017","sehatkanlah selalu anak hamba Ya Allah  (at Masjid Kampus E Univ. Gunadarma)  https://t.co/Bm9ub4HhJu"
"11/4/2017","Lanjut (at Kampus F4 Universitas Gunadarma)  https://t.co/jmAlPlxeEv"
"11/4/2017","#pathdaily (at Sekretariat Jurusan Psikologi Universitas Gunadarma) [pic]  https://t.co/ZPOUWiII8P"
"11/4/2017","#pathdaily (at Sekretariat Jurusan Psikologi Universitas Gunadarma) [pic]  https://t.co/WXx24F9t7W"
"11/4/2017","Untuk cewek, Universitas Gunadarma Margonda jauh dibawah kampus tetangga, tp kl cowok mah ga lah..  [pic]  https://t.co/e4ECKmraeH"
"11/4/2017","Goodbye trisaktii (with Virgin at Universitas Gunadarma J1)  https://t.co/M1znjmZYzy"
"11/4/2017","At Gunadarma University Karawaci  https://t.co/yOX6FQHGoC"
"11/4/2017","Latepost irenewantania @ Universitas Gunadarma Kelapa 2 https://t.co/dvUccISyyn"
"10/4/2017","0502 1002 1102 1802 1902 2102 2202 2302 . . . . . . . . . . . 02 Anak baik @ MAPA Gunadarma https://t.co/1CTZJbwSuV"
"10/4/2017","#rl ada anak gunadarma ga? kalau bisa yang smt 8 atau ga 6 deh. hehe mau minta tolong :). [kekirim gasih:(]"
"10/4/2017","RETREAT 2017 PD GUNADARMA (Promotion Video) https://t.co/aaPgN8ndgw lewat @YouTube"
"10/4/2017","BEM FTI Universitas Gunadarma Proudly Present!  MOST ART 2017 Event seni dan musik yang https://t.co/MK2ksqZNmt"
"10/4/2017","Bukan Quis malah ngeAnggur (at Universitas Gunadarma Kampus J)  https://t.co/iodKaySz9i"
"10/4/2017"," - - #sky #sky #depok #gabut #iseng #siang @ Perpustakaan Kampus H Gunadarma https://t.co/E6ifdIHqCW"
"10/4/2017","Nanti malam di Sevel Margonda depan kampus Gunadarma D ya. Dari jam 7-9 malam jangan lupa bawa https://t.co/Jco9z3d1TR"
"10/4/2017","@Lisdiana_Fasoh Bisa daftar."
"10/4/2017","Tergabut~ (with Angger and evi agustina at Gunadarma University J1 Kalimalang)  https://t.co/5Be9Mywiq8"
"10/4/2017","@hamasacorp siang ka saya ayu dari bemd3bk universitas gunadarma, mau mengundang jd pembicaraan apa pak bisa?"
"10/4/2017","@gunadarma_ luar jabodetabek bisa kan?"
"10/4/2017","Yuk intip keseruan Sekolah Pasar Modal pada tanggal 29 Maret kemarin. lengkapnya di https://t.co/cUBObxZzyk https://t.co/szjWjbH5PX"
"10/4/2017","Parah hari ini parah fix (at Gunadarma University Karawaci)  https://t.co/aVOAUfYSqe"
"10/4/2017","@DivaPrimalia Bidang Kemahasiswaan D427."
"10/4/2017","Tidur yang nyenyak ya teman teman. Absen udah (w/ rizkiraudahs, Juli, &amp; 3 others at Universitas Gunadarma J1)  https://t.co/eLQTbxyfCa"
"10/4/2017","@gunadarma_ min mau tanya kalo mau minta surat rekomendasi beasiswa kemana yaa? Tolong jawab"
"10/4/2017","@evrxthings VK ""adalah pokoknya, kampus terbaik lah, scopenya lebih kecil, terbaik negeri di depok"" UNGU (read: un gu) Unv Negeri Gunadarma"
"9/4/2017","RT @gunadarma_: Selamat Hari Raya Nyepi bagi yang merayakannya. Selamat menjalankan Catur Brata Penyepian, Tahun Baru Saka 1939. https://t"
"9/4/2017","@rocehbp @ERPETweets t.o univ gunadarma mksdnya?"
"9/4/2017","RT @IndoManUtd_BKS: #Nobar #Bekasi Sunderland v #MUFC HTM 15k (LADIES FREE HTM)  Indomaret Point Kalimalang (Samping Univ Gunadarma Kalimal"
"9/4/2017","#Nobar #Bekasi Sunderland v #MUFC HTM 15k (LADIES FREE HTM)  Indomaret Point Kalimalang (Samping Univ Gunadarma Kal https://t.co/ciuZGyDCpN"
"9/4/2017","RT @FINPCYE: Sekarang saya kuliah di Gunadarma. Cari aja di Fakultas Sipil dan Perencanaan yang namanya Azka, yang tinggi, yang ganteng itu"
"9/4/2017","@HerlinaPtr kmu anak manajemen di gunadarma ya?"
"9/4/2017","@MyLifeForDisney Silakan dapat konfirmasi kepada bagian berwenang yakni PSA E11."
"9/4/2017","Warbyasah kalian~ @ Kampus D Universitas Gunadarma, Depok. https://t.co/dNCzC0BzaM"
"9/4/2017","Congrats 3DF01 kuuu (with 3DF01 at Sport Center Kampus H Gunadarma)  https://t.co/D31z5h8q4w"
"9/4/2017","@idyalisme Iya ning, kalo lg mood aja buka twitter hehe kuliah di Gunadarma, ning:"") dirimu dmn?"
"9/4/2017","Cha mau lanjutin kuliah di mana?  Gunadarma Depok https://t.co/EQORTvXG1O"
"9/4/2017","@SHONSYAD e lw mau daftar univ gunadarma? gimana caranya ya"
"8/4/2017","Temu kangen alumni volley Gunadarma  (with Victor, Yudi, and 4 others at Golden truly, mall depok) [pic]  https://t.co/BXPBxm0tfg"
"8/4/2017","Jiwaaaa yang Maaantaaaapppp  (at Seblak Super Pedas Gunadarma)  https://t.co/5V3yfalqnB"
"8/4/2017","@frismaharani13 Ass, mba aku putri mahasiswi psikologi universitas gunadarma. Mba anak ubaya bukan?Bisa minta tolong bantuannya? Terimakasih"
"8/4/2017","@myungcandy eh kaka di gunadarma ya? Yg dikalimalang bukan?"
"8/4/2017","@Lisdiana_Fasoh Sudah dibuka, dapat langsung mendaftar https://t.co/R7XKSeS5De"
"8/4/2017","Kunjungi https://t.co/dmWMUGrdvY  #PPMB #PPMBUG #PPMBUG2017"
"8/4/2017","Salam Gunadarma! Pendaftaran PMDK dan Reguler online sudah dibuka... PPMB PPMBUG PPMBUG2017"
"8/4/2017","Eksekutif Muda @ Kampus H gunadarma https://t.co/34tdmBYG8M"
"8/4/2017","Akselerasi Komputerisasi Pemerintah GaitGunadarma https://t.co/UXWx60ZZZh https://t.co/cQEg1ikh60"
"8/4/2017","Selanjutnya adalah pembacaan komunike oleh bapak Budi Prijanto selaku Dekan 3 Fakultas Ekonomi Universitas Gunadarma #GSENT2017"
"8/4/2017","Kalo gue kuliah disini gimana yaa  (at Universitas Gunadarma)  https://t.co/Dmoa3VLfAl"
"8/4/2017","Wohooooooo...  Bentar lagi keluar dari sarang iniiihhhhh  (at DPR kampus E Universitas Gunadarma) [pic]  https://t.co/06RPS4RdC1"
"8/4/2017","Juri untuk final kali ini adalah Bapak Misdiyono selaku sekretariat rektor Gunadarma #GSENT2017"
"8/4/2017","Gunadarma Sharia Economic Event 2017 @ Kampus D Universitas Gunadarma, Depok. https://t.co/9TqIIr9b9m"
"8/4/2017","Sedang berlangsung seminar pranikah ""ketika hati harus memilih"" di Ruang Cinema Univ Gunadarma Kalimalang"
"8/4/2017"," (at Gunadarma University Karawaci)  https://t.co/lCJirQSOSu"
"8/4/2017","With Ridwan at Kampus L2 Universitas Gunadarma  https://t.co/M6Pukqr0Qy"
"8/4/2017","praktikum (at Kampus F4 Universitas Gunadarma)  https://t.co/WqH6dOdDBz"
"8/4/2017","@inggiil16 Silakan dapat ke bagian berwenang pada Counter Pendaftaran Kampus."
"8/4/2017","@gunadarma_  kak minta brosur untuk tahun sekarang dong, soalnya temen ada yg mau masuk"
"7/4/2017","@gunadarma_ ka. Mau tanya.. jadwal UTS kira kira kapan keluar ya ka?"
"7/4/2017","kasian ya kalian di php mulu ama (w/ Verra, Dea , &amp; 4 others at KAMPUS MAGISTER S2 UNIVERSITAS GUNADARMA) [pic]  https://t.co/vayUXkRfKA"
"7/4/2017","@gunadarma_ min isi krs hari senin masih bisa min?"
"7/4/2017","@GADISmagz UNGU/KUNING/PUTIH. Astriani Laily Ramadhani, Univ. Gunadarma, DEPOK. #KuisGADISLoreal #TernyataSainsKeren"
"7/4/2017","@gunadarma_ Oke makasih infonya min"
"7/4/2017","selamat malam guys, ada event futsal untuk mahasiswa gunadarma lho. info lebih lanjut yuk follow @ugcigit #BOT"
"7/4/2017","15.08 Lalu Lintas Jl.Margonda raya seputar DETOS &amp; Kampus Gunadarma terpantau ramai lancar dikedua arah #Cuaca https://t.co/Lf8RL9z704"
"7/4/2017","15.08 Lalu Lintas Jl.Margonda raya seputar DETOS &amp; Kampus Gunadarma terpantau ramai lancar dikedua arah #Cuaca Mendung @TMCPoldaMetro #zd"
"7/4/2017","#PolrestaDepok: 15.08 Lalu Lintas Jl.Margonda raya seputar DETOS &amp; Kampus Gunadarma terpantau ramai lancar dikedua https://t.co/d91TAiRmz4"
"7/4/2017","RT @restadepok: 15.08 Lalu Lintas Jl.Margonda raya seputar DETOS &amp; Kampus Gunadarma terpantau ramai lancar dikedua arah #Cuaca Mendung @TMC"
"7/4/2017","15.08 Lalu Lintas Jl.Margonda raya seputar DETOS &amp; Kampus Gunadarma terpantau ramai lancar dikedua arah #Cuaca Mend https://t.co/P7CIQT9OK6"
"7/4/2017","RT @FOP_UPNVJ: Kunjungan ke Pameran Awal Karya Universitas Gunadarma @snapgunadarma  Thank you &amp; sukses selalu @snapgunadarma!  https://"
"7/4/2017","@event_UGJ Kompetisi Futsal Khusus Mahasiswa Univ. Gunadarma. Info: @ugcigit Terakhir pendaftaran 27 Nov'14."""
"7/4/2017","Orang mah libur gue disini pffft   Cold by @maroon5 (w/ MySelf at Bank DKI  kampus G universitas gunadarma)  https://t.co/VCVO2KgWf4"
"7/4/2017","At Laboratorium Psikologi Lanjut Universitas Gunadarma  https://t.co/G2UnYIuax0"
"7/4/2017","RT @ridwankamil: Sketsa alur pikir sistem pejalan kaki di atas jalan (skywalk) di Bandung. https://t.co/YEr8aMoa1f"
"7/4/2017","@jmllarasati Dapat diakses"
"7/4/2017","C# For Intermediate (at Kampus F4 Universitas Gunadarma)  https://t.co/ZnrdE2atI6"
"7/4/2017","@gunadarma_ studentsite sedang tidak bisa dibuka ya min?"
"7/4/2017","Faal (at Gunadarma University Karawaci)  https://t.co/495ZgFggLU"
"7/4/2017","@axadxx Jika sudah menyelesaikan PI semester 6 akan mendapatkan sertifikat setara sarjana muda."
"7/4/2017","@gunadarma_ min buat pendaftaran jalur pmdk luar jabodetabek bisa?"
"7/4/2017","@gunadarma_ Kalau berhenti di tingkat 4 apakah langsung dapat ijazah d3 untuk yang mahasiswa s1?"
"7/4/2017","@ida_kirei17 Masih dalam proses. Hasil akan diinfokan melalui e-mail atau phone."
"7/4/2017","RT @snapgunadarma: Selamat untuk peserta diksar angkatan 25 MAPA Gunadarma,tabah sampai akhir! #salamrimba @mapa_gunadarma https://t.co/09T"
"6/4/2017","halo @gunadarma_ mohon bantuannya bagi pengguna situs @detikcom untuk mengisi menyebarkan &amp; kuesioner di https://t.co/WzLsFLxg06 Terimakasih"
"6/4/2017","@gunadarma_ min mau tanya saya udh ikut jalur pmdk ug lewat sekolah lalu pengumuman nya kapan ya min? apa setelah UN?"
"6/4/2017","Yaelah badan masih ngerenteg ini  (at KAMPUS MAGISTER S2 UNIVERSITAS GUNADARMA)  https://t.co/CENkYGfQfy"
"6/4/2017","Selamat untuk peserta diksar angkatan 25 MAPA Gunadarma,tabah sampai akhir! #salamrimba @mapa_gunadarma https://t.co/09TvByzjNW"
"6/4/2017","#TauGakSiiih Candi Borobudur dibangun selama 75 tahun di bawah pimpinan arsitek Gunadarma, tentu saja tanpa bantuan komputer."
"6/4/2017","I added a video to a @YouTube playlist https://t.co/kYpGLKvSeH Mengenal Laporan Keuangan | Galeri Investasi Universitas Gunadarma"
"6/4/2017","Kesini lagi (at Universitas Gunadarma Kampus f4)  https://t.co/KbOY8quCAX"
"6/4/2017","Just info, dibuka kursus Cisco (CCNA Certification), dimulai 25 April 2017 di Universitas Gunadarma. Yang  https://t.co/QhKFcY7Ovu"
"6/4/2017","Ada yang mau ikutan kursus Cicso (CCNA Certification) bareng tanggal 25 April di Univ. Gunadarma? Yang mau DM aja "
"6/4/2017","Jauh bener,pelosok untung cmn sekali (with anggy at Kampus F3 Universitas Gunadarma)  https://t.co/JyoM0DiiT9"
"6/4/2017","Numpang wifi kan tuh gue sekalian hahaha long time no see warga path (at PSA Online Universitas Gunadarma)  https://t.co/f9xAGvQwzA"
"6/4/2017","@gunadarma_ min kalau kursus mini bank counter pendaftarannyavbukanya hari apaan aja yah dari jamberapa aja, makasih."
"6/4/2017","Uuunncchh (at Kampus J5 Universitas Gunadarma)  https://t.co/qBTCpEkrSr"
"6/4/2017","@Blood4LifeID di e-flyer koq 2016 ya? @gunadarma_ @infoGUNADARMA"
"6/4/2017","Registrasi Company Visit Gunadarma Entrepreneur Spirit menuju Sari Roti telah dimulai. Yuk merapat ke kampus E Depok! #BEMFEUG #DPK #GES2017"
"6/4/2017","@dhannis Cap lulus sidang? Informasi lulus disampaikan di loket langsung."
"6/4/2017","At Kampus F4 Universitas Gunadarma  https://t.co/Hv3dYecAXx"
"6/4/2017","#PolrestaDepok: 06.52 Wib #Polwan Sat Lantas Resta Depok Pengaturan Lalin Jl.Margonda Dpn Univ.Gunadarma Arah Jaka https://t.co/WEi3wj7CO7"
"6/4/2017","06.52 Wib #Polwan Sat Lantas Resta Depok Pengaturan Lalin Jl.Margonda Dpn Univ.Gunadarma Arah Jakarta,Lalin Ramai L https://t.co/TuIVIg3A1T"
"6/4/2017","C# Intermediate Pertemuan 2 (at Kampus F4 Universitas Gunadarma)  https://t.co/I0VejBSDXR"
"5/4/2017","Seminar EConomic Syari'ah.. @ Kampus D Universitas Gunadarma, Depok. https://t.co/TmXUruoZsA"
"5/4/2017","Kalo malaikat Isroil cabut nyawa naik ufo mungkin parkirnya di Gunadarma... Abis itu naik gojek ke Cikunir"
"5/4/2017","@gunadarma_ maaf mau nanya, kalau untuk cap lulus sidang pi itu bisa dikampus j?"
"5/4/2017","'KetikaMulutDiBungkamKetikaTanganTerkekangKetikaLangkahDiHadangMakaHanyaAdaSatuKata' ""LAWAN"" Happy Anniversary 19th KM GUNADARMA.. ""cheers"""
"5/4/2017","Badan Eksekutif mahasiswa D-III Bisnis dan Kewirausahaan Universitas Gunadarma https://t.co/01dlChBAVR"
"5/4/2017","senja @ Universitas Gunadarma Kampus J5 - Cakung https://t.co/kxZG1kF8BQ"
"5/4/2017","sepi~ (with Anggi Yolanda, Syarifa, and inne at Kampus J5 Universitas Gunadarma)  https://t.co/ODrfkK76cf"
"5/4/2017","Bisa langsung diambil di counter pendaaftaran kampus Universitas Gunadarma Depok.  PPMB2017 PPMBUG2017"
"5/4/2017","Selamat sore.. salam gunadarma.. untuk ujian di tanggal 25 maret 2017 sudah ada hasilnya bisa langsung diambil ... PPMB2017 PPMBUG2017"
"5/4/2017","Ok. (with Alda, Meyta, and Uci at Kampus F4 Universitas Gunadarma)  https://t.co/DkPsvLt8JJ"
"5/4/2017","Nguli (at Universitas Gunadarma kampus J4, Kemang)  https://t.co/kMLrSyyi5L"
"5/4/2017","@gunadarma_ Berkas kelulusan kan berarti kaya ijazah gitu ya kak? Kalo ijazah belum ada diganti pake apa atau bisa pake rapot smt terakhir?"
"5/4/2017","@fdgittaxx Dapat siapkan berkas kelulusan serta foto terbaru berbagai ukuran."
